biblionumber;document_type;title;subtitle;authors;isbn;ean;date;publisher;pages;abstract;cover_url;holdings;opac_suppressed;list_no;list;list_sort
409949;LIVRE;"Concevoir des produits documentaires et livrables de veille avec le design thinking";;"Clotilde Vaissaire-Agard";979-10-92272-28-4;9791092272284;2019;"Editions Klog";"1 vol. (180 p.)";"Comment répondre aux besoins des bibliothécaires et des documentalistes en matière de diffusion de l'information ? Comment élaborer des produits documentaires et livrables de veille adaptés aux usages et aux besoins des utilisateurs ? Comment concevoir une solution propre à son contexte, à sa structure, à ses contraintes et surtout — et avant-tout — à ses usagers ? C'est à ces questions, en phase avec les réflexions et pratiques actuelles, que répond cet ouvrage, fruit d'une longue pratique professionnelle de l'auteure et qui transpose pour la première fois la démarche du Design Thinking à la conception ou à la refonte des produits documentaires et des livrables de veille. Après un tour d'horizon des pratiques documentaires relatives à la diffusion des informations et le recensement exhaustif des différents types de produits ou livrables existants, l'ouvrage développe, à l'aide d'exemples pratiques et de schémas explicatifs, une méthode de gestion de projet inspirée du Design Thinking, permettant ainsi au professionnel de s'approprier cette démarche orientée utilisateurs à travers les différentes phases et étapes d'élaboration proposées par l'auteure.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 VAI""}]";0;11;"fonds pro";title
408102;LIVRE;"Administration et bibliothèques";;"Yves Desrichard";978-2-7654-1433-9;9782765414339;2014;"Éd. du Cercle de la librairie";"1 vol. (576 p.)";"Cet ouvrage est conçu aussi bien à destination de lecteurs et de lectrices souhaitant intégrer le monde des bibliothèques qu'aux bibliothécaires eux-mêmes";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.1 DES""}]";0;11;"fonds pro";title
401871;LIVRE;"Le livre";;"[Ministère de l'éducation nationale et de la culture, Département information et communication]";2-11-002911-0;9782110029119;1993;"la Documentation française";"1 volume (157 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 LIV""}]";0;11;"fonds pro";title
396259;LIVRE;"Les professions du livre";"édition, librairie, bibliothèque";"sous la direction de Michel Bruillon et Sylvie Ducas";"978-2-7298-2809-7 | 2-7298-2809-5";9782729828097;2006;Ellipses;"1 vol. (191 p.)";;;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""070.5 BRU""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.23 PRO""}]";0;11;"fonds pro";title
395448;LIVRE;"La Bibliothèque de France à mi-parcours";"de la TGB à la BN bis ?";"Jean Gattégno";2-7654-0512-3;9782765405122;1992;"Éd. du Cercle de la librairie";"1 vol. (259 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.5 GAT""}]";0;11;"fonds pro";title
395346;LIVRE;"Euroréférentiel I&D";;"European council of information associations (ECIA)";2-84365-067-4;9783910052673;2004;"ADBS éd.";"1 vol. (107 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.23 CON""}]";0;11;"fonds pro";title
395197;LIVRE;"Cinéma en bibliothèque";;"sous la direction d'Yves Desrichard";2-7654-0892-0;9782765408925;2004;"Éd. du Cercle de la Librairie";"1 vol. (366 p.)";"le réflexion porte sur les aspects culturels, la connaissance des techniques, les sources documentaires, l'économie et le droit, le traitement intellectuel et documentaire, la gestion, l'offre de services au public et la conservation. L'ouvrage propose également des conseils pratiques : constitution des collections, prêt et animation autour des fonds, consultation et conservation des documents numérisés.";;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.2 DES""}]";0;11;"fonds pro";title
394879;LIVRE;"La gestion documentaire selon l'ISO 9001";;"Laurent Lévêque";2-12-505052-8;9782125050528;2003;AFNOR;"1 volume (59 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025 LEV""}]";0;11;"fonds pro";title
394450;LIVRE;"Le métier de bibliothécaire";;"Association des bibliothécaires français";2-7654-0866-1;9782765408666;2003;"Éditions du Cercle de la librairie";"1 vol. (454 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.23 ASS""},{""library"": ""LASH"", ""location"": ""BUR"", ""callnumber"": ""Z 665 ASS""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""020 ASS (2003)""},{""library"": ""SJA"", ""location"": ""BUR"", ""callnumber"": ""Z 665 ASS""},{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""Z 665 ASS""}]";0;11;"fonds pro";title
393584;LIVRE;"Annuaire des métiers du livre en région Provence-Alpes-Côte d'Azur";;"Office régional de la culture";2-87720-268-2;;1999;"Office régional de la culture | Ateliers du livre";"237 p.";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 ANN""}]";0;11;"fonds pro";title
401950;LIVRE;L'entonnoir;"Google sous la loupe des sciences de l'information et de la communication";"ouvrage collectif coordonné par Brigitte Simonnot et Gabriel Gallezot | postface de Cory Doctorow]";"978-29-15-825053 | 2-915825-05-X";9782915825053;2009;"C&F éditions";"1 volume (246 pages)";"Après les discours de glorification, souvent repris par les médias de masse, après les dénonciations, voici venu le temps des analyses. Les auteurs de cet ouvrage collectif souhaitent passer au-delà des messages promotionnels de Google Inc. Partant des pratiques, notamment celles des étudiants et des journalistes, éclairant les méthodes de la recherche documentaire et décryptant les discours de (et sur) l'entreprise, ils soumettent Google au regard lucide et intransigeant de la recherche en sciences de l'information et de la communication. Avec Google, la ""philosophie d'entreprise rejoint les intérêts économiques. L'entonnoir dans lequel se déverse tout le web est devenu l'outil indispensable à l'internaute. Un outil façonne toujours la main qui l'utilise. Si le pouvoir de Google suscite l'attraction, il nécessite également une prise de recul, un temps d'analyse et de confrontation. Ce travail nous permet de décoder les projections mentales de l'entreprise Google pour mieux en éprouver les mythes et les limites, [...] de tisser les ponts entre l'efficacité de la machine et l'autonomie des individus, entre le pouvoir du calcul et la décision démocratique raisonnée.";;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""302.230 8 SIM""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""004.6 SIM""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 ENT""}]";0;11;"fonds pro";title
403510;LIVRE;"La communication scientifique et le numérique";;"Guylaine Beaudry";978-2-7462-3133-7;9782746231337;2011;"Hermès science publ. | Lavoisier";"1 vol. (327 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 BEA""}]";0;11;"fonds pro";title
407868;LIVRE;"La médiation à l'heure du numérique";;"Jean-Philippe Accart";978-2-7654-1505-3;9782765415053;2016;"Éditions du Cercle de la librairie";"1 volume (172 pages)";"Avec la technologie numérique, le rôle traditionnel des bibliothécaires et documentalistes inclut aujourd'hui la médiation numérique. Le besoin est grandissant de construire un lien entre des outils et des dispositifs techniques d'une part, et les publics d'autre part. Le contexte général de la médiation en bibliothèque est exposé dans cet ouvrage. Celle-ci peut être culturelle, sociale, pédagogique... Le livre présente ce qu'est la médiation numérique dans toutes ses dimensions et quelles peuvent en être les applications dans les métiers de l'information. Les missions des bibliothèques évoluent, car le monde change sous l'influence des nouveaux outils technologiques et de leurs usages sociaux. Les usagers se voient offrir toute l'information à portée de clic, mais ils sont aussi confrontés à de nouvelles difficultés. L'information surabondante exige d'eux une capacité à sélectionner dans ce trop plein. La création permanente de nouveaux outils de recherche et d'échange demande à leurs utilisateurs de nouvelles compétences. Les bibliothécaires doivent assurer leur présence sur ces réseaux sociaux, présence répondant à la politique générale de la bibliothèque. À cette fin, ils doivent définir un projet, mettre en place un business plan, adopter une démarche marketing. Ce livre veut aider les bibliothèques et services documentaires à élaborer une politique de services dont la médiation numérique devient un des aspects essentiels. À cette fin, ils doivent aussi positionner la bibliothèque en tant que 'marque', avec logo et slogan. Le besoin de médiation numérique est bien réel, et l'ouvrage propose un plan de développement pour la mise en place de services numériques performants. Un nouveau professionnel se dessine, l'architecte de l'information.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 ACC""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 ACC""},{""library"": ""LCSOPHIA"", ""location"": ""ENS"", ""callnumber"": ""025 ACC""}]";0;11;"fonds pro";title
406777;LIVRE;"Évaluer la bibliothèque";;"sous la direction de Valérie Alonzo et Pierre-Yves Renard";978-2-7654-1373-8;9782765413738;2012;"Éditions du Cercle de la librairie";"1 vol. (186 p.)";"Dans un contexte de généralisation de l'évaluation comme paradigme managérial, désormais indissociable des efforts de rationalisation et des contraintes budgétaires, nous avons souhaité accompagner les démarches d'évaluation et tes interrogations qu'elle suscite. Évaluer en bibliothèque : pourquoi, comment ? Qui est à l'initiative de la démarche, quels sont les destinataires ? Comment intégrer l'évaluation à l'activité courante de la bibliothèque ? Comment articuler les approches, qu'elles concernent les utilisateurs, les procédures, les résultats..., et leur donner de la cohérence. L'évaluation, conduite sans préjugés, doit aider la bibliothèque à mesurer et valoriser ses services, exposer ses singularités, et démontrer son intégration au sein de son institution. Recueillir des statistiques et construire des indicateurs n'est pas une fin en soi. C'est te résultat d'une réflexion menée en amont et qui se poursuit durant toute la démarche Telle est du moins la condition d'une évaluation utile et efficace. Les différentes contributions de ce volume collectif nous rappellent que ce qui est en jeu, ce n'est pas de fournir des chiffres mais de donner du sens. L'évaluation n'est aboutie que lorsqu'elle est précédée, accompagnée et suivie d'un échange. L'évaluation donne aux bibliothèques, aujourd'hui en permanente redéfinition, la perspective de quelques repères et au moins quelques éléments pour le débat.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.1 EVA""},{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""Z 665 EVA""}]";0;11;"fonds pro";title
405405;LIVRE;"Pourquoi brûle-t-on des bibliothèques ?";;"Denis Merklen";979-10-91281-14-0;9791091281140;2013;"Presses de l'ENSSIB";"1 vol. (349 p.)";"70 bibliothèques ont été incendiées en France entre 1996 et 2013. Denis Merklen, sociologue, a enquêté durant cinq ans pour tenter d’en comprendre les raisons, esquisser quelques réflexions. L’objectif n’est pas seulement de donner à voir un phénomène passé inaperçu. Il s’agit aussi d’abandonner l’idée selon laquelle ce type d’événement relève de conduites insensées, voire nihilistes. Et pour cela, le premier pas consiste à sortir les élus, les bibliothécaires et les journalistes de leur état de perplexité dès lors qu’une bibliothèque est prise pour cible : nulle recette, donc, simplement des descriptions et des analyses pertinentes sur des conflits dont la nature et la signification ne sont pas évidentes.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021.2 MER""}]";0;11;"fonds pro";title
